item_id;vectors
1161;0.41168138|0.77375996|0.41964525|0.43974486|-0.4131765|-0.20916799|-0.534794|-0.007655591|0.5118871|-0.7905226|0.56565577|0.45861167|0.42816114|-0.23642845|0.33724526|0.03809993|0.06907327|-0.39366|0.10226326|-0.5706415|0.33681703|0.21375585|-0.30714837|0.4061798|0.10192803|0.7143328|-0.24793425|-0.44577318|0.37694487|0.14209637|-0.13120618|0.06070651|0.053463325|-0.35135296|-0.06568298|-0.73232484|-0.46239603|0.58436906|0.46421176|-0.17199415|0.6769045|-0.036440134|-0.39717433|-0.33507138|-0.2567858|0.0071329623|-0.47258088|-0.5935719|-0.23643345|-0.048652343|0.15610987|0.1772647|0.09031914|0.48657787|-0.24268484|-0.5103313|-0.3065301|0.5841434|-0.20119786|0.08563375|-0.2826422|-0.3755349|-0.17213514|0.37472218|0.4788871|0.22145088|-0.4470818|0.2808053|-0.032764092|-0.21059397|-0.26676235|-0.13111848|0.6529192|-0.20572534|0.20290127|-0.18854108|0.6493925|0.4432897|-0.40781307|0.33549553|-0.43558642|0.24249724|-0.019491822|-0.2653144|-0.44858804|0.52717566|0.072182775|0.14058456|0.07601237|0.35983002|-0.22597453|-0.21182376|-0.05103472|0.6532057|0.32239133|0.42496246|0.60059243|0.50602865|0.026668295|0.2492058
1162;-0.03330967|0.7170524|0.56812704|0.13060957|-0.31992012|-0.9960725|-0.40570194|-0.08948955|0.5939138|-0.9240412|0.59740233|0.6262709|0.45385593|-0.26741698|0.553978|-0.21083033|0.43338203|-0.76858443|-0.25392142|-0.89906657|0.42880285|0.34815198|-0.464791|0.35241076|0.422301|0.53179216|-0.07746388|-0.016189784|0.73109585|0.3048388|-0.09842625|0.110894635|0.19555295|-0.3421627|0.45393395|-0.62008226|-0.3462495|0.72672546|-0.12070593|-0.13768214|0.6596385|0.087160006|0.011563152|-0.23485412|-0.42313224|0.014012575|-0.8876312|0.088550866|-0.14906897|-0.22641|0.029386342|-0.048290282|0.9231178|0.6978644|-0.22982964|-0.41158462|-0.39660382|0.6883459|-0.5323959|-0.19208802|-0.6579758|-0.48926574|0.53140354|0.0063954294|-0.039235592|-0.12553944|0.049404323|0.3974796|0.14455815|-0.28064454|-0.09146182|-0.36800015|0.7766938|-0.53083897|0.67297405|0.20994736|0.07914598|0.70577675|-0.403807|-0.016704738|-0.5964607|0.45845282|-0.0592887|-0.32793686|-0.1608284|0.6399492|0.040504277|-0.75479686|0.3974178|0.43230474|0.119302735|-0.44201368|-0.05359468|0.5279974|-0.14335439|0.45593604|0.38718015|0.10089481|0.20673527|0.4492997
1163;0.23313636|0.37902126|0.47252938|0.33259565|-0.68743026|-0.5196876|-0.2983595|0.42824173|0.56678385|-0.80665123|0.85281926|0.6855157|0.31595272|-0.010779217|0.31803784|0.14736408|0.090297796|-0.40642235|-0.64284456|-0.6406289|0.17165992|0.18121475|-0.3437003|0.2583524|0.067702524|0.48054475|-0.06705564|-0.4609843|0.102167964|-0.23574151|-0.20949525|0.3541203|0.41695714|-0.5694813|0.17110279|-0.5242728|-0.3353692|0.20785457|0.18681374|0.18312106|0.47470903|0.43058443|-0.18980296|-0.776585|-0.16400498|0.087185115|-0.6779709|-0.35277584|-0.1949358|-0.21416199|0.06753613|0.15508799|0.22371528|0.52395445|0.29243577|-0.030761212|-0.12458871|0.33803132|-0.38761896|-0.04505705|-0.3464422|-0.38893884|0.5123064|0.297563|0.20506677|0.09642919|-0.29260907|0.10009887|0.01910095|-0.2600313|-0.49938434|-0.060972095|0.20936109|-0.16073239|0.18008043|0.10295316|0.40838748|0.59206825|-0.5845106|-0.047953866|-0.25666264|0.26940757|-0.119602226|-0.10840072|-0.5375756|0.079678506|-0.022121146|-0.2805428|0.16470604|0.4643556|-0.105901465|-0.067816444|0.30146372|0.32915086|0.08919212|0.4792528|0.36615103|0.22683507|-0.06553397|0.34606853
1164;0.37627727|0.55436254|0.55126953|0.45805424|-0.16574669|-0.32588956|-0.6061355|0.35551235|0.37824273|-1.0173873|0.50405806|0.8522291|0.5420362|0.089089006|0.39770207|-0.15214768|0.0013445318|-0.3123855|-0.74782705|-0.6443504|0.71996135|0.20217642|-0.22611813|0.12569018|0.53452384|0.7994204|-0.25756082|-0.23582387|0.4643594|-0.35625875|0.11999898|0.064823195|0.86325943|-0.7652872|0.33601454|-0.667182|-0.20708406|0.3685906|0.09461397|-0.20881318|0.48506063|0.6773672|-0.9393679|-0.47225118|-0.19211087|-0.15122104|-0.9720721|-0.54581577|-0.0829228|0.05275763|0.09989369|-0.05554743|0.0215251|-0.023079932|0.1039286|0.10374543|-0.7347532|0.1697438|-0.21338257|0.2004844|0.25950924|-0.57785857|-0.021701366|0.37320912|0.5117296|0.56855893|-0.20567286|0.70046586|0.102864236|-0.19185919|-0.36288196|-0.13806565|0.33689317|-0.15822294|-0.01902026|-0.014508959|0.12294057|0.50740993|-0.43521222|-0.007177159|-0.3768045|0.059215188|-0.07028157|-0.38535634|-0.42117772|0.40677872|-0.029006228|-0.28854975|0.60408384|0.11918178|0.27440637|-0.0063408017|0.32922682|1.004955|0.6345065|0.6114004|0.065215155|0.40259603|-0.13516466|0.5298528
1165;0.2921317|0.41016096|0.2128114|0.3210687|-0.41475165|-0.57056546|-0.14788243|0.18213987|0.5206172|-0.4330521|0.3441115|0.45418432|0.4597419|0.0009991378|0.15070128|0.33995354|0.3649929|-0.48749217|-0.12770706|-0.55077946|0.24967873|0.16118865|-0.046040073|-0.15183747|0.033666268|0.5074718|-0.0062438846|-0.23568681|0.3591286|-0.08444223|0.018535271|-0.09319888|0.2466029|-0.4315236|0.50386137|-0.72186965|-0.18188114|0.26690653|0.660391|-0.115573354|0.9295288|0.509121|-0.29326835|-0.26888114|-0.5712259|0.10923344|-0.63211715|-0.12791783|0.02477298|0.0037896112|0.5417366|0.05141501|0.09429465|0.5164912|-0.23510563|-0.105907306|-0.27363122|0.5414725|-0.7710022|-0.073136434|-0.31706378|-0.26738724|0.3426796|0.5175296|0.13893797|0.019836042|-0.1117612|-0.21949862|0.23389865|-0.20675808|-0.28251395|-0.26894015|0.28353128|-0.30081755|0.07807245|-0.067580715|0.4928708|0.8897588|-0.59401083|-0.059679016|-0.30249435|0.42236918|0.042135485|-0.4018488|-0.3893661|0.45650864|0.17554078|-0.07552819|0.06558259|0.46795192|-0.17438184|-0.19429632|-0.170964|0.13692442|-0.005478807|0.45551175|0.5016023|0.45221925|0.035002574|0.43417254
1166;0.6043226|0.6997146|0.04182151|-0.063509196|-0.12798369|-1.0331986|-0.20300788|0.22279052|0.52687585|-0.9209094|0.85584366|0.48611313|0.23815134|-0.23460561|0.43162432|0.46974555|0.56884456|-0.42181793|-0.4297077|-0.5889014|0.5071357|0.42429784|-0.20869043|0.09443466|0.18904088|0.4466715|0.17431666|-0.8801799|0.099828176|-0.21739969|-0.22649744|-0.203753|0.1718436|-0.5836487|0.08856198|-0.13136119|-0.44763485|0.32273114|0.66257596|-0.3234958|0.79704213|0.34838286|-0.6725846|-0.1384004|-0.4445296|0.3875572|-0.6752015|-0.26712888|-0.07872693|-0.015329063|0.3714938|0.28102857|0.4836718|0.58354163|-0.20520279|-0.23052837|-0.589066|0.27604926|-0.707913|-0.11818812|-0.7804558|-0.4183101|0.42673194|0.98264503|0.33403528|-0.1615333|-0.031120539|-0.20478581|0.33493954|-0.23476203|-0.24061441|-0.37138677|0.54693735|-0.18883452|-0.22132115|0.16556795|0.39992064|0.6852694|-0.27761662|-0.444014|-0.31857756|0.1989801|-0.13472034|-0.0901078|-0.40780395|0.6579853|0.19036748|-0.4421634|-0.32070896|0.81742835|-0.07490188|-0.31385225|0.10168218|0.48827714|0.4746509|0.75833464|0.4484077|0.66942686|0.07014547|0.58723116
1167;0.34954187|0.70699054|0.40797707|0.51083016|-0.33066466|-0.40705642|-0.18805338|0.35010177|0.67052734|-1.1962085|0.56593573|0.5399808|0.4670757|0.08500995|0.5953462|0.20151952|0.13373312|-0.72754335|-0.49656022|-0.80116665|0.17130688|0.30702153|-0.16872153|0.39349008|0.1612464|0.63645005|0.026478179|-0.509992|0.39478704|-0.16387515|-0.25374106|-0.16595763|0.13197967|-0.48424137|0.12410894|-0.7900029|-0.44897383|0.5899654|0.49518222|-0.17677903|0.64369875|0.2538195|-0.7421848|-0.3001692|-0.5263362|0.35090697|-0.61127794|-0.438373|0.0687846|-0.2262834|0.05949059|0.23640138|0.47453576|0.2656287|-0.17001447|-0.2917555|-0.7025661|0.6538582|-0.15831476|0.21836725|0.06123513|-0.44945756|0.44269723|0.3108685|0.5716642|0.12098034|-0.40355366|0.24703434|0.46264017|-0.005547017|-0.37335837|0.030023038|0.2118203|-0.34440187|-0.046244398|0.08511092|0.544481|0.5084026|-0.13636166|-0.20077634|-0.08053762|0.22243209|0.04744049|-0.36919692|-0.41106388|0.46371502|0.44215673|-0.16003403|-0.12929143|0.4437555|-0.39148366|0.06997694|0.029266767|0.5897739|0.30327943|0.14014137|0.2644836|0.28559119|0.057753235|0.54599535
1168;0.22869661|0.51952183|0.33326867|0.633348|-0.38567123|-0.44640505|-0.2024342|0.21278684|0.3883392|-0.6992508|0.39015222|0.66511875|0.43256128|0.11440416|0.15978417|0.3583904|0.32459813|-0.5866377|-0.1473343|-0.41098505|0.14774863|0.35064426|0.20012316|0.04984866|0.2377286|0.30640957|0.08571927|-0.35730565|0.06259394|-0.47316352|-0.23893201|-0.6872808|0.057036027|-0.3775676|0.44543153|-0.5037418|-0.3708543|0.7141707|0.43399423|0.09010669|0.56349814|0.24578449|-0.060680747|-0.89543843|-0.5954057|0.29886252|-0.5907696|-0.33882967|-0.34209818|-0.09977793|0.4571221|0.1745166|-0.12664567|0.54873294|-0.15098268|-0.10948332|-0.41989702|0.7023664|-0.7024745|-0.114241995|0.046274275|-0.53888965|0.07468991|0.40483105|0.19138019|-0.23499958|-0.5166498|-0.30066842|0.28676647|-0.18826173|-0.23152563|-0.21894869|0.2519862|-0.08967157|-0.039145857|-0.1961834|0.48530847|0.4308977|-0.01693353|-0.070377685|-0.048087478|0.23257935|0.09550708|0.033798635|-0.55147713|0.03854701|0.26949793|0.089277506|-0.051933497|0.66278195|-0.2764786|-0.40317884|-0.07448168|0.31999424|0.25420085|0.36353517|0.41526675|0.3010366|-0.07195848|-0.02080965
1169;0.29473478|0.6404755|0.46574193|0.28306246|-0.50122386|-0.45319164|-0.18985566|0.17341496|0.48155016|-0.6620077|0.3054428|0.4070351|0.49258345|0.12614487|0.30370772|0.26223388|0.19411258|-0.33342552|-0.45907325|-0.23239204|0.5582804|0.3892777|0.0290896|-0.019636214|0.16990052|0.52485013|-0.051854894|-0.35222334|0.46481073|0.01426883|-0.015687361|-0.24553356|0.51559377|-0.6699725|0.27528316|-0.5706977|-0.11492993|0.28820115|0.18591069|-0.046875287|0.63339895|0.5417111|-0.27227473|-0.5389323|-0.14808601|0.1897536|-0.71246576|-0.24624401|-0.40498233|-0.07924806|0.40818137|0.1324736|0.4045957|0.444937|-0.46936077|-0.19706824|-0.3393299|0.33221468|-0.5411086|-0.24159308|-0.3552034|0.091739774|0.5918584|0.70296514|0.20636947|0.07429833|0.13398892|0.12651117|0.256002|-0.12714705|-0.18840668|-0.35418916|0.1648764|-0.12222864|-0.11220117|0.03274878|0.38756177|0.810203|-0.17598069|0.07975724|-0.2024206|0.26320475|-0.21677741|-0.33089763|-0.40774232|0.65811336|0.09297044|-0.35028896|0.21375436|0.8558255|-0.27470464|-0.5706995|-0.35066393|0.3021106|-0.12760141|0.4853398|0.26612777|0.23443446|0.27240938|0.3319641
1170;0.6914427|0.91314787|0.25342998|1.3306283|-0.87813044|-0.13787165|-0.85826993|0.17991889|0.68599844|-0.5976168|0.32096058|0.49503636|0.66175413|0.07859145|0.43925804|0.3225988|0.39346775|-1.0491266|-0.113544725|-0.1091485|0.2572907|0.030248404|-0.4476749|0.52768123|0.08196525|0.6451177|0.71448517|-0.7420294|0.6418993|-0.12955311|0.66171515|-0.34680456|0.18292134|-0.6801071|0.040046513|-0.9316591|-1.1299282|1.51912|1.0118427|-0.16284803|0.75171554|0.10366523|0.20103249|-0.38768598|-0.24350043|-0.24561414|-0.51971096|-0.6454598|-0.25039858|0.26900756|0.2993793|-0.3950989|0.48405355|0.7231127|0.14612907|-0.9099785|-0.3161819|0.48393428|-0.46727717|-0.02823462|0.43106914|-0.7853758|0.2606168|-0.24344373|0.015140563|0.014493518|-0.18983102|0.28399682|0.12953234|-0.036734387|-0.80327344|-0.2890892|-0.20323199|-0.22349684|-0.05079344|-0.2675134|0.1863312|-0.04287833|-0.14938238|0.2177545|-0.54352576|0.5202174|-0.43813846|0.3273852|0.0027914643|0.17374383|0.60828996|-0.13145785|-0.48576838|0.3087213|-0.7990379|-0.56716406|-0.053962506|1.1377819|0.22172357|0.11705367|-0.22524348|0.30129847|-0.095083356|0.25011587
1171;0.48394406|0.57466686|0.6240424|0.24354741|-0.23923567|-0.32638893|-0.1334061|0.26163012|0.65510094|-0.7678008|0.076806575|0.13322943|0.389149|-0.26109737|0.6760924|-0.023318768|0.17745689|-0.2109038|-0.34706455|-0.05863151|-0.01808104|-0.44441587|-0.5017756|0.04847753|0.049394935|0.6606963|0.20085745|-0.009851873|0.5019333|-0.16863346|-0.5325961|-0.3766861|-0.42647174|-0.5159363|0.25374663|-0.6672958|-0.5215533|0.5674922|-0.17495283|0.1073707|0.4387203|0.09494111|0.1155768|-0.37732545|-0.20982106|0.2228732|-0.7740865|-0.554524|-0.29507083|-0.073955536|0.36690798|0.40183297|0.23794433|0.65213734|0.046938412|-0.44585985|-0.70149446|-0.19936934|-0.61878026|-0.27626073|-0.22845456|-0.4435796|-0.06376639|0.79353064|0.02153942|-0.22970925|-0.18212414|-0.3072471|-0.05125843|-0.62018967|-0.41033125|-0.09481428|0.107148126|-0.25524083|-0.306004|0.15869875|0.09189814|0.56953454|-1.0200192|0.15066262|-0.29757687|0.33488077|0.43362433|-0.045612678|-0.43234503|-0.0052545667|-0.09174451|-0.29828677|0.44755995|0.2554757|0.17522536|-0.1409245|0.44557273|0.4311798|0.24848965|0.1852723|0.31506446|0.8404949|-0.4719652|0.11476031
1172;0.302141|0.6687186|0.36280322|0.5542598|-0.35465294|-0.49336112|-0.38824588|0.36899155|0.4887997|-0.53173363|0.39526844|0.30669695|0.5096661|-0.17590126|0.3721654|0.48899496|0.23452652|-0.6275515|-0.31624788|-0.5004993|0.20929885|0.062318966|-0.26497203|0.2716826|0.11621721|0.6351079|0.25990617|-0.25312126|0.039610967|-0.16219321|-0.44203812|-0.41370237|0.11741263|-0.56504|0.55913186|-0.66802007|-0.29079634|0.5978335|0.49856192|0.11760052|0.44022113|0.2745061|-0.4900747|-0.37159488|-0.41959345|0.21975884|-0.38771605|-0.52584887|-0.3335707|-0.3883147|0.66036725|0.29921305|0.2058651|0.52259964|-0.29565734|-0.41263565|-0.42329955|0.20307264|-0.6631683|-0.39247304|-0.10232969|-0.39768934|0.10558336|0.7925379|0.38597494|-0.1564208|-0.110875934|-0.12088631|0.18354455|-0.17967343|-0.2669712|-0.21086854|0.2099649|-0.22765496|-0.17002244|-0.11020334|0.35502917|0.35557568|-0.35657194|0.0392244|-0.6559081|0.5682408|0.11414764|-0.24624175|-0.4230132|0.27229702|0.114468075|-0.30489793|0.08334009|0.6949439|-0.39140725|0.0642661|0.16045785|0.684075|-0.00041474402|0.43157113|0.3881459|0.2693474|-0.27281672|0.35353005
1173;0.39284235|0.77718556|0.11309481|0.69660103|-0.27342036|-0.2686687|-0.27760506|0.17780775|0.44349477|-0.73057085|0.33335167|0.32877824|0.30870533|0.07956396|0.35163534|0.58558404|0.5210327|-0.6546891|-0.26913568|-0.46802264|0.2119646|0.34070742|-0.22703263|0.18333131|-0.21683505|0.72421455|-0.032083586|-0.24559107|0.17802411|-0.2288935|-0.023354605|-0.45432872|0.043152332|-0.6724024|0.41346884|-0.62653244|-0.42825985|0.76028675|0.54047626|-0.04954264|0.35427615|0.4384548|-0.017307222|-0.498101|-0.22756247|0.54877293|-0.7662269|-0.52110076|0.15903944|-0.106224895|0.5206311|0.4615578|0.2376739|0.23374982|-0.17634726|-0.38398463|-0.6529596|0.22043005|-1.0077492|-0.34586632|-0.15420514|-0.48830748|0.137864|0.70988023|0.24668117|-0.504484|-0.29595396|-0.29579645|0.35356593|-0.15836754|-0.32269534|-0.15602338|0.3554235|-0.3250559|-0.043650955|0.055991005|0.3930953|0.5904377|-0.494315|-0.25721425|-0.2883315|0.67607087|0.1507976|-0.29140347|-0.5384075|0.0415577|0.017303556|-0.33536813|-0.0074948|0.6196667|-0.3132578|0.22072317|-0.46413344|0.69868886|0.16157772|0.39465672|0.14743908|0.31467113|-0.0041596517|0.18735167
1174;-0.7282541|0.54581356|-0.07820651|-0.3303568|-0.42385024|-0.88531476|-0.22259088|0.3590116|1.2250159|-1.0447673|-0.17872503|0.9992767|0.40701953|0.1116371|1.3496369|0.22928144|0.44467765|-0.8484364|0.18788613|-0.47875062|1.0078635|0.7430269|-0.71002996|-0.15177044|-0.43732446|1.0204101|-0.7250615|-0.2145504|-0.36915153|-0.2713855|-0.9201034|-0.56806034|0.35819703|-1.5724344|0.5230197|-1.6522703|0.2551126|-0.2936811|1.0273588|-0.37507552|0.81641567|-0.5203321|0.6028707|-1.3511279|-1.0812843|0.5931994|-0.69893074|-0.5609842|0.4493741|-0.13228995|0.5005317|0.35758477|1.3291639|0.56151265|-0.7958848|0.020201147|-0.66655016|0.93618697|-0.6865015|0.57282305|0.72093344|-0.20117877|0.7032988|0.10951987|0.3617227|0.34178108|0.3972337|-0.020009294|0.17884171|0.3073079|-0.36887765|-0.27010825|0.28403142|-0.22448339|0.5870331|-0.54313195|0.8993027|1.5671101|-0.42521006|0.048259795|0.15373734|0.0829919|-0.63610595|-0.94853365|-0.31133607|1.6330291|0.28902534|0.472872|-0.307259|0.69852805|0.24862026|0.047409356|-1.0478364|0.053555876|1.0895137|0.6068128|0.8743154|0.20111479|-0.51572007|1.0979459
1175;-0.25863412|0.15285283|0.18792759|0.026646078|-0.17613891|-1.0869656|-0.37667784|-0.38494402|0.67994314|-1.0139269|0.50231653|0.7848357|0.45699197|0.10137324|0.3762844|0.040170237|0.55852485|0.045822024|-0.28516662|-0.37164295|0.54785705|-0.067014486|0.16290575|0.47330058|-0.42514575|1.0557036|0.4701373|-0.33241212|-0.5237028|0.24931523|-0.86540884|-0.5176771|1.3249946|-0.1833429|-0.21680662|-0.7386011|-0.049829364|0.55896825|0.9373009|-0.8827519|0.5938667|0.4368816|-0.22125983|-0.051802695|-1.2968817|0.10060907|-0.28526527|-0.46410245|0.53375876|-0.15651505|-0.035425425|0.93773556|0.36070806|-0.24226323|-0.6265322|-0.24944441|-0.43123892|0.53980315|-0.60849357|0.31569636|-0.2536653|0.011931062|-0.20926625|-0.06320855|0.051318854|0.61214477|-0.72240853|-0.37798023|0.013801083|-0.17737344|-0.4364064|-0.11777643|0.25429243|-0.18752874|-0.008762255|0.3240114|0.109988555|0.37726963|-0.7189052|-0.67073333|-0.26496708|0.062131494|-0.08507815|-0.19767785|-0.20959957|0.4176405|-0.05506754|0.07352874|0.058410875|-0.4913786|0.21063851|-0.13542096|-0.39372647|0.45460814|-0.23154992|0.5187669|0.68271434|0.4375006|-0.8668421|0.07157409
1176;0.8215749|0.45349768|0.52880424|0.31393975|-0.3544637|-0.3452999|-0.15091297|-0.23879099|0.17467567|-0.438942|0.4406132|0.5864229|0.29164708|-0.44529992|0.33737606|0.21324912|0.19158293|-0.5988954|0.107199475|-0.22381252|0.69712985|-0.09756076|-0.5449637|-0.14920714|-0.12353009|0.6877579|-0.004331693|-0.20261875|0.31153512|-0.09431717|-0.6483204|-0.17120226|0.38557136|-0.3398267|0.55521303|-0.7379192|-0.07344198|0.5666893|0.008528054|0.05461856|0.36719275|0.5537702|-0.5771798|-0.3931057|-0.32857442|0.20542854|-0.3807364|-0.4977283|-0.45606452|0.2987845|0.30994758|0.4465053|0.61581236|0.8338198|-0.25638875|-0.80546534|-0.10802059|0.21034867|-0.35409856|-0.39805093|-0.39348608|-0.22340068|0.57072234|0.59866834|0.1102656|0.25286818|-0.5134177|-0.37963074|0.7119819|-0.4561653|-0.2601457|-0.18193325|0.25257188|-0.5621853|0.22680101|0.2980842|0.5155647|0.43413904|-0.9165334|-0.1660387|-0.42545348|0.8039546|-0.017228588|-0.5977783|-0.52439153|0.7829017|0.29830688|-0.2013872|0.58567667|0.33976784|-0.42082405|0.27927017|0.5306733|0.7825637|0.099703565|0.22179843|0.44976145|0.34981418|-0.7786619|0.32040006
1177;0.27351648|0.41411257|0.4204275|0.3921836|-0.36653173|-0.51289105|-0.24669696|0.31978723|0.86601686|-0.961338|0.47394857|0.81364006|0.28135797|-0.0770584|0.5524101|0.20100202|0.07512294|-0.5445326|0.2895264|-0.54803264|0.29692465|0.08636418|-0.31554112|0.48647124|0.080638744|0.53337306|-0.26255307|-0.48546767|0.13529727|0.10071011|-0.35023063|-0.11029046|0.088899374|-0.41636676|0.18997914|-0.6421338|-0.38693377|0.7980151|0.54374003|0.11893583|0.8115291|0.035554916|-0.24042311|-0.12589672|-0.17665163|0.0940566|-0.4568852|-0.52209634|-0.21428709|-0.17212322|0.28704005|-0.014401346|0.14949912|0.39308596|-0.09993427|-0.24878435|-0.12082325|0.8685763|-0.39430767|0.00557667|-0.3449305|-0.29652727|-0.0474948|0.3206864|0.025254056|-0.25537103|-0.17757988|0.029663473|-0.028423354|0.17396039|-0.09988765|-0.28517818|0.37757796|-0.081343114|0.15700138|-0.23649801|0.32066768|0.6517168|-0.367931|0.059903115|-0.56543565|0.4104119|0.18503031|-0.3511151|-0.10644841|0.3765536|0.06580274|-0.22695616|-0.073203385|0.35886794|-0.24032292|-0.43381196|-0.0020481274|0.3931089|0.37881687|0.49634802|0.38611692|0.20306039|-0.122157745|0.30206633
1178;0.27901232|0.46742088|0.4978394|0.1514459|-0.45811093|-0.21041831|-0.41230664|0.16446814|0.41326493|-0.7797975|0.26258177|0.48440492|0.41653582|0.14312793|0.43558666|0.1032816|0.17795432|-0.60895|-0.11103929|-0.5004317|0.45722726|0.27248746|-0.3000592|0.30907714|0.19281788|0.6705053|0.16815615|-0.44969028|0.30042082|-0.14332941|-0.1859074|-0.26979646|0.43928987|-0.39272124|0.18599471|-0.6470525|-0.054777652|0.39167613|0.24579062|-0.18927337|0.68342465|0.2782193|-0.4092786|-0.71463966|-0.45235443|0.2075172|-0.36212772|-0.4490916|-0.33319408|-0.03461915|0.48591942|0.09731206|0.2801115|0.43891987|-0.12647668|-0.053650662|-0.3999586|0.4864148|-0.2609628|-0.06247042|-0.42871618|-0.41586256|0.19843149|0.3056194|0.3534345|0.1488846|-0.4429747|-0.024209142|0.31808984|-0.2905584|-0.35791945|-0.2540908|0.122259155|-0.02107817|0.18938814|-0.064856544|0.2564355|0.45769727|-0.48244098|-0.18085061|-0.2680515|0.37177604|-0.14282951|-0.40219194|-0.18957159|0.6516252|0.27005768|-0.24331452|0.16298029|0.2583991|-0.08329414|-0.46285152|0.27562246|0.48417485|0.29618028|0.11362626|0.37152535|0.24520883|-0.19082034|0.2805476
1179;0.3717916|0.38864166|0.28410646|0.4055009|-0.5956206|-0.44586262|-0.6159809|0.31269878|0.28493968|-0.87162197|0.42922473|0.47115386|0.2545024|-0.22031042|0.40030444|0.18503413|0.096024536|-0.78475404|-0.40815353|-0.4343772|0.30874994|0.1869815|-0.22363076|0.33593345|0.2814601|0.67166674|0.35463142|-0.38444835|0.12813982|-0.07428756|-0.25422424|-0.123964235|0.53290486|-0.3208338|0.33226174|-0.60327715|-0.3326286|0.627665|0.53678185|-0.24140045|1.0973163|0.27916938|-0.52803564|-0.6164977|-0.47048476|0.34820974|-0.33490413|-0.59920233|-0.31762475|-0.22207952|0.3952364|0.07426374|0.26919013|0.4208899|-0.3933064|-0.20896521|-0.24619633|0.77431184|-0.21890613|-0.12668064|-0.29095334|-0.57875186|0.0642429|0.2313445|0.31858617|-0.036771685|-0.31734127|-0.04951477|0.09471908|-0.29749393|-0.01442641|-0.059620455|0.33497488|-0.09821305|0.39073712|-0.14064968|0.5768591|0.62575483|-0.14570475|-0.36528456|-0.39053637|0.44128758|-0.06264925|-0.10419169|-0.16420087|0.47117174|0.14775214|-0.029668018|-0.0055633634|0.47051716|-0.2581455|-0.08078796|0.06332459|0.6194259|0.22592783|0.4871326|0.18926904|0.34272125|0.0077310354|0.47184056
